Node_ID,x_int,y_int
3099,201156,274650
3100,237310,172156
3101,3917,177387
3102,100645,335424
3103,215298,125736
3104,122874,10373
3105,17739,306839
3106,78039,152349
3107,143231,358478
3108,23052,411573
3109,113220,113733
3110,88346,160267
3111,222178,175160
3112,191243,121613
3113,230534,220895
3114,84431,332310
3115,243729,397375
3116,221326,255608
3117,12086,172688
3118,13233,375533
3119,145677,185231
3120,31261,388856
3121,144883,226900
3122,240772,240495
3123,179974,204008
3124,25854,399655
3125,96134,195877
3126,241552,415408
3127,181381,395486
3128,57140,119657
3129,52374,29437
3130,127926,328956
3131,99211,402388
3132,174951,266409
3133,113729,90709
3134,222358,264680
3135,223360,403129
3136,14267,385491
3137,38010,94609
3138,38816,388499
3139,112006,289724
3140,157301,412017
3141,96988,216148
3142,13027,415939
3143,130711,113264
3144,14914,237101
3145,109209,134388
3146,119061,191083
3147,221163,342724
3148,61134,368606
3149,127429,312665
3150,239657,76907
3151,136188,183708
3152,116876,102908
3153,240292,340481
3154,220890,155516
3155,79744,112484
3156,192100,249288
3157,121167,203993
3158,145234,202899
3159,229051,345504
3160,22030,195678
3161,191996,427614
3162,81235,73367
3163,8488,361975
3164,4113,2824
3165,29301,212425
3166,96012,299051
3167,109070,201041
3168,210756,300418
3169,56792,216711
3170,205368,385942
3171,94256,311703
3172,144192,223039
3173,129423,247380
3174,94092,255490
3175,101223,106240
3176,33407,71504
3177,145708,319951
3178,104480,11571
3179,116438,324973
3180,188117,146197
3181,117296,204376
3182,22932,21132
3183,26415,224973
3184,200798,378628
3185,128195,422903
3186,132934,145605
3187,39223,29816
3188,217000,283241
3189,38247,372284
3190,239563,171844
3191,183412,386776
3192,108368,10557
3193,138317,292456
3194,74055,383454
3195,156166,71245
3196,183240,399384
3197,203121,72668
3198,138226,5784
3199,189495,247735
3200,159254,391480
3201,209203,143046
3202,154748,24425
3203,94094,263910
3204,51526,407967
3205,180866,78502
3206,207191,373790
3207,189316,90820
3208,94272,136378
3209,34939,254810
3210,188081,105365
3211,166914,246353
3212,151215,340228
3213,201944,204519
3214,42634,411979
3215,213285,363349
3216,80875,373211
3217,21400,215698
3218,144498,298238
3219,34085,309845
3220,152676,431672
3221,187338,144818
3222,229552,115166
3223,196285,55004
3224,67735,397417
3225,73274,33823
3226,237959,294536
3227,33024,346182
3228,234876,294906
3229,46623,333516
3230,33152,308593
3231,161823,380616
3232,45269,6225
3233,182108,331203
3234,52244,422956
3235,121119,109916
3236,86464,-393
3237,213734,272550
3238,5585,382293
3239,35290,368381
3240,120465,131023
3241,5127,20306
3242,121937,242361
3243,98628,390919
3244,116154,75808
3245,92911,329116
3246,217853,59853
3247,178097,336818
3248,169606,97799
3249,125070,8280
3250,137637,399661
3251,139581,413710
3252,10941,388213
3253,157227,102600
3254,193604,389022
3255,41111,332701
3256,29834,230165
3257,25741,398502
3258,67656,108750
3259,24532,331610
3260,84882,220966
3261,238534,46572
3262,2822,182271
3263,38861,353176
3264,246001,214154
3265,106130,413920
3266,20729,316987
3267,188768,392081
3268,27921,241402
3269,146617,315807
3270,87113,228850
3271,132287,231435
3272,124026,319588
3273,179233,4849
3274,159118,66380
3275,217772,358211
3276,188260,145943
3277,245021,324610
3278,239265,117041
3279,76514,214064
3280,84971,407815
3281,230142,196032
3282,200290,273349
3283,172363,397492
3284,229034,225875
3285,164330,92713
3286,71724,195827
3287,144439,143438
3288,107503,173641
3289,119361,147068
3290,92768,299202
3291,172591,35232
3292,118649,217636
3293,58079,316784
3294,108735,356208
3295,220268,65475
3296,245784,17869
3297,54412,11993
3298,209795,77825
3299,94267,229939
3300,85394,308834
3301,56285,65090
3302,91795,4617
3303,126398,65440
3304,63765,75730
3305,102212,153715
3306,84521,128964
3307,72103,169880
3308,168969,131249
3309,59516,397985
3310,75299,291586
3311,6859,101436
3312,190930,307971
3313,150269,402137
3314,26683,205565
3315,12930,408812
3316,152735,315136
3317,40523,423188
3318,25037,311247
3319,93374,386731
3320,60695,170650
3321,128521,114437
3322,114220,331115
3323,146398,174073
3324,100273,353867
3325,100234,303263
3326,34979,188911
3327,163017,83374
3328,182604,122849
3329,126522,397210
3330,225903,229443
3331,97290,233638
3332,237156,230264
3333,174223,368785
3334,119894,150973
3335,91449,329557
3336,247241,313664
3337,40199,-180
3338,105105,4591
3339,241510,325598
3340,170120,283910
3341,94212,205579
3342,190845,313285
3343,9572,233331
3344,52032,52432
3345,234341,365743
3346,240986,390480
3347,177880,324847
3348,124401,128052
3349,130016,215276
3350,80604,352372
3351,171172,234578
3352,84921,221837
3353,100419,197602
3354,54051,235038
3355,195754,23665
3356,50225,291984
3357,81361,12610
3358,234354,150558
3359,15285,16954
3360,35071,-160
3361,209519,279582
3362,26297,236835
3363,174315,422367
3364,79695,104127
3365,114749,187643
3366,79989,276156
3367,171858,201196
3368,150974,303755
3369,67219,183453
3370,209447,148011
3371,201521,239035
3372,116422,335678
3373,229955,399251
3374,34441,204624
3375,133212,66828
3376,141065,383109
3377,149975,256326
3378,109935,268313
3379,48128,200799
3380,229144,219382
3381,43656,233123
3382,31906,408177
3383,120879,96839
3384,155962,214207
3385,185463,431375
3386,54189,324280
3387,160812,297474
3388,31252,146145
3389,69490,250429
3390,214189,138722
3391,71168,118278
3392,119871,342093
3393,35589,20028
3394,107812,251457
3395,232935,374219
3396,113016,364454
3397,229969,281773
3398,41447,276870
3399,13157,159097
3400,95065,217613
3401,36506,260864
3402,23654,47970
3403,16527,85881
3404,226760,351158
3405,91724,181617
3406,68417,189552
3407,67292,252429
3408,115971,262280
3409,70285,2353
3410,242166,383013
3411,198821,361325
3412,178266,167122
3413,221431,381823
3414,117171,110478
3415,233400,316287
3416,20579,204959
3417,118151,339554
3418,158076,276132
3419,150366,35237
3420,59200,247028
3421,150869,238488
3422,95984,142705
3423,121170,52821
3424,12515,60973
3425,224291,340987
3426,207860,102077
3427,190448,91278
3428,222051,368187
3429,164220,28792
3430,141875,133310
3431,88967,273656
3432,142119,248557
3433,200934,87797
3434,173014,14478
3435,88294,302310
3436,224486,68653
3437,46769,343857
3438,202637,319066
3439,58610,74499
3440,17857,207435
3441,120512,123183
3442,38278,424393
3443,238250,253568
3444,51344,210610
3445,185071,56806
3446,49159,103032
3447,242412,2756
3448,117133,316405
3449,62777,334190
3450,119988,214899
3451,30733,331667
3452,165571,364263
3453,110403,146624
3454,59244,103314
3455,213692,216393
3456,29362,282731
3457,162734,57424
3458,155553,325474
3459,231104,74626
3460,246925,185363
3461,228868,59509
3462,90411,104019
3463,111336,39171
3464,144489,50070
3465,154184,272943
3466,149341,333248
3467,9404,60867
3468,232183,337808
3469,193806,359891
3470,231128,274294
3471,231911,199301
3472,16734,385979
3473,97386,370945
3474,145764,328778
3475,183305,152319
3476,226790,149413
3477,213341,103413
3478,208796,333430
3479,35251,360407
3480,93761,169301
3481,11462,88344
3482,104632,135547
3483,228530,1913
3484,180299,149072
3485,192721,415344
3486,115095,359774
3487,93410,317219
3488,122578,14903
3489,109950,98668
3490,64150,92639
3491,159244,188781
3492,176169,26523
3493,154564,298962
3494,174888,21924
3495,76386,119079
3496,119216,197316
3497,193969,353138
3498,104375,365808
3499,233275,87349
3500,240548,167866
3501,20323,280350
3502,174655,208309
3503,74469,279880
3504,182554,269246
3505,221657,2225
3506,179401,287229
3507,93744,354052
3508,156042,205833
3509,198318,317404
3510,64315,108325
3511,143712,178595
3512,172268,327971
3513,64879,377310
3514,178897,52054
3515,199254,397541
3516,154743,384640
3517,4466,111993
3518,22995,101991
3519,227422,87686
3520,80412,390868
3521,107743,229646
3522,174127,263548
3523,43699,340315
3524,77261,46328
3525,158460,431496
3526,140165,240313
3527,92037,55555
3528,169215,228169
3529,82539,317480
3530,166222,148290
3531,151727,347157
3532,35790,278744
3533,67533,364362
3534,85201,61880
3535,137984,363794
3536,193638,78307
3537,12425,19144
3538,118419,367556
3539,193790,287423
3540,175113,414511
3541,150552,67571
3542,59343,78896
3543,17972,287014
3544,146457,113282
3545,88141,20131
3546,166333,18050
3547,194126,245968
3548,207662,401832
3549,138987,352409
3550,200656,129272
3551,125689,91946
3552,152966,239729
3553,51590,105995
3554,8440,395768
3555,182675,11563
3556,88216,370244
3557,167397,157623
3558,208163,292884
3559,204318,361092
3560,167594,116640
3561,92072,49870
3562,189743,340129
3563,65152,19881
3564,136517,242127
3565,21221,227875
3566,41521,378767
3567,141996,338941
3568,120398,76723
3569,43820,99500
3570,112165,299237
3571,19416,238140
3572,51891,139596
3573,176941,39803
3574,225547,199790
3575,211908,285183
3576,12002,204195
3577,204073,51114
3578,17134,136410
3579,82650,343480
3580,29839,215158
3581,62760,308406
3582,185539,319857
3583,90513,265571
3584,225603,404628
3585,108977,46953
3586,241541,224955
3587,74699,421743
3588,177411,337566
3589,103552,378686
3590,143513,376840
3591,176565,334088
3592,29565,219685
3593,169377,277040
3594,80872,329837
3595,24323,377713
3596,153380,25364
3597,191069,376202
3598,120638,225633
3599,87925,103980
3600,209466,324757
3601,78281,203959
3602,4243,14258
3603,37474,200103
3604,206179,105204
3605,72884,293721
3606,65684,83689
3607,228592,395650
3608,111276,43616
3609,187281,273795
3610,136336,343158
3611,157852,358008
3612,61849,256333
3613,144579,318454
3614,228398,67102
3615,45084,177379
3616,130694,171325
3617,34772,232873
3618,154724,348255
3619,94107,218668
3620,157084,84811
3621,183810,200165
3622,185036,85154
3623,221612,186865
3624,7444,408792
3625,244470,124478
3626,210158,317652
3627,76872,119477
3628,204702,159625
3629,46913,39519
3630,97192,199894
3631,90773,257128
3632,31382,187569
3633,82378,249587
3634,127465,21927
3635,69705,353745
3636,84007,96298
3637,115045,61629
3638,133226,310031
3639,122300,325983
3640,239604,165020
3641,2548,425149
3642,15101,49603
3643,122761,247103
3644,165984,157323
3645,160000,118222
3646,14039,413603
3647,195029,301323
3648,56546,356619
3649,49006,197826
3650,114275,255456
3651,28721,12724
3652,157922,414410
3653,98157,365895
3654,155860,201633
3655,119638,252153
3656,84666,126187
3657,67394,210416
3658,197459,24433
3659,131069,58656
3660,156535,15819
3661,99517,429127
3662,80962,86751
3663,153346,202569
3664,105007,409083
3665,106554,228315
3666,35705,47737
3667,63940,104586
3668,124322,410269
3669,27751,326983
3670,184588,360379
3671,236830,157916
3672,48513,172101
3673,48872,245770
3674,88349,405296
3675,193947,41736
3676,132376,412594
3677,49925,343665
3678,147444,94260
3679,197427,-1710
3680,245011,31470
3681,10248,375241
3682,190893,211258
3683,81053,312806
3684,74098,310209
3685,150359,272811
3686,189231,420607
3687,169694,175395
3688,97584,199938
3689,84228,151517
3690,107895,15106
3691,145716,131183
3692,34993,223358
3693,116504,64174
3694,117895,45288
3695,81648,21207
3696,74399,1280
3697,221157,274106
3698,25624,33947
3699,79359,285179
3700,78947,359405
3701,128652,94297
3702,203397,164344
3703,29739,73404
3704,96520,237094
3705,168829,61936
3706,145111,339879
3707,20066,381970
3708,200558,208310
3709,188613,247199
3710,221672,429978
3711,18908,330194
3712,118147,336853
3713,155870,18109
3714,12646,393046
3715,88073,104523
3716,109758,42425
3717,234133,100622
3718,19380,270340
3719,78735,311986
3720,222523,300154
3721,50831,236574
3722,195545,300602
3723,239673,351240
3724,38884,85111
3725,214987,94251
3726,11959,368678
3727,147035,311817
3728,161217,158022
3729,53073,260785
3730,129541,389952
3731,147086,346903
3732,200991,117055
3733,32129,158291
3734,146145,159763
3735,181699,77636
3736,196485,291898
3737,185958,383243
3738,26310,267147
3739,74427,207938
3740,210251,94835
3741,97664,139950
3742,227243,271047
3743,148218,314929
3744,73684,304023
3745,73852,397396
3746,152210,423149
3747,30616,338084
3748,107538,385674
3749,72191,193529
3750,67875,188413
3751,144663,362477
3752,134775,247921
3753,212613,306768
3754,29594,32510
3755,61702,429276
3756,11920,364425
3757,12485,290867
3758,45964,149313
3759,213471,124667
3760,98899,217646
3761,116047,61271
3762,223849,231999
3763,15343,110287
3764,192317,131694
3765,49546,157456
3766,205677,753
3767,54100,247333
3768,111069,72520
3769,191532,15559
3770,8421,403483
3771,114943,345620
3772,110719,286646
3773,43714,46528
3774,210095,278825
3775,223361,246187
3776,7711,401759
3777,213793,172018
3778,172803,49337
3779,170139,176189
3780,126864,380793
3781,139554,360359
3782,130565,77480
3783,202231,195363
3784,188758,356135
3785,227754,93644
3786,33565,55206
3787,118248,30388
3788,21029,26088
3789,195422,193049
3790,132705,407086
3791,206558,377061
3792,45075,82571
3793,118725,231261
3794,55470,32180
3795,56843,30113
3796,175787,370926
3797,128693,391116
3798,139787,124543
3799,163154,253594
3800,29320,398734
3801,242805,401046
3802,164676,378812
3803,197737,2691
3804,164706,153380
3805,26999,179726
3806,77799,208981
3807,42354,13025
3808,53303,325327
3809,77081,148738
3810,133748,149409
3811,132595,118523
3812,151278,241295
3813,71105,321769
3814,175769,397194
3815,147800,274330
3816,98701,100721
3817,15658,430608
3818,202613,131469
3819,87878,427118
3820,189502,151138
3821,209476,238936
3822,218192,168351
3823,89613,169530
3824,225748,364874
3825,150989,356545
3826,24130,290853
3827,185567,203908
3828,150910,257164
3829,150688,323788
3830,160418,223345
3831,26900,262329
3832,68491,62260
3833,205776,421765
3834,220834,385347
3835,215029,121106
3836,130002,78968
3837,60463,226162
3838,198646,61476
3839,122557,413180
3840,36920,265672
3841,140640,269226
3842,174077,197923
3843,11323,354967
3844,22014,357350
3845,109947,65137
3846,114576,286881
3847,224826,120919
3848,215718,371387
3849,84818,-1946
3850,51469,392561
3851,137220,201033
3852,231752,153669
3853,60854,395398
3854,24496,199172
3855,184448,349021
3856,106445,164710
3857,54284,179563
3858,116753,210004
3859,48178,390634
3860,79048,51982
3861,13920,176814
3862,117351,100568
3863,61851,253515
3864,219367,55984
3865,35261,342656
3866,88041,57380
3867,6442,299860
3868,82296,266822
3869,189254,390021
3870,191735,299917
3871,58718,178978
3872,75468,178622
3873,102887,84107
3874,31249,68370
3875,230229,43157
3876,135827,110488
3877,121681,113432
3878,58180,36565
3879,148088,56008
3880,228959,413342
3881,3497,430825
3882,121531,131799
3883,130115,236508
3884,133095,218050
3885,67476,290721
3886,116324,376714
3887,199718,234340
3888,36309,53139
3889,156668,287683
3890,69231,145415
3891,168602,113957
3892,162352,266157
3893,141331,268567
3894,146977,286903
3895,76142,2255
3896,176518,117764
3897,36980,-1980
3898,121848,404908
3899,157618,215517
3900,227360,155234
3901,181093,283131
3902,144734,205130
3903,221328,100660
3904,243974,295710
3905,9561,331580
3906,148333,240936
3907,64516,288607
3908,244574,351723
3909,130285,177087
3910,137127,331564
3911,244104,431808
3912,119220,10753
3913,149405,185285
3914,175463,169003
3915,176649,255230
3916,130165,102788
3917,211272,368862
3918,184500,179678
3919,236852,307285
3920,123844,1646
3921,86191,129530
3922,127895,228410
3923,224526,419664
3924,21341,64254
3925,119033,3070
3926,140026,181144
3927,128768,429578
3928,145339,69562
3929,53304,266634
3930,91396,159638
3931,241242,415624
3932,224555,204765
3933,86145,279990
3934,6938,382408
3935,9973,164326
3936,17974,387093
3937,134240,357516
3938,10336,359271
3939,246632,37257
3940,225184,386770
3941,58503,346922
3942,94996,280942
3943,175920,416934
3944,109243,315425
3945,195933,264159
3946,118295,388579
3947,106189,97092
3948,173655,251524
3949,54568,393345
3950,85310,253607
3951,194886,138722
3952,47102,114400
3953,97919,142303
3954,183052,371798
3955,233050,173276
3956,54586,43349
3957,111840,418061
3958,247312,143668
3959,174570,309234
3960,105450,130983
3961,173223,414913
3962,7847,51675
3963,28535,82197
3964,199667,327958
3965,223230,251847
3966,48202,4048
3967,184651,272135
3968,37264,212643
3969,163885,428871
3970,42353,365692
3971,165230,103558
3972,105401,411564
3973,111952,232809
3974,220991,249843
3975,6746,297495
3976,200964,367773
3977,211547,206488
3978,42790,337677
3979,180211,165775
3980,55552,115495
3981,231715,95332
3982,7888,181305
3983,148595,412204
3984,218900,81215
3985,77872,114001
3986,134169,400389
3987,139205,224313
3988,154594,281727
3989,110523,128397
3990,166029,251264
3991,94252,185772
3992,205620,420323
3993,164421,115559
3994,64936,128130
3995,32457,135553
3996,241870,33209
3997,107385,68120
3998,96340,167596
3999,27040,80270
4000,75978,411753
4001,200785,268842
4002,40510,132856
4003,8908,162914
4004,33155,86891
4005,44430,364915
4006,134901,107283
4007,156689,123688
4008,37400,234428
4009,118629,335278
4010,84627,429653
4011,164439,183910
4012,166946,192544
4013,119395,9968
4014,194425,23648
4015,79359,6820
4016,189267,406517
4017,97434,284446
4018,181301,57651
4019,233566,351588
4020,95155,353893
4021,118243,390041
4022,164694,176640
4023,43957,8118
4024,9139,84866
4025,108233,18935
4026,154861,364865
4027,72215,325790
4028,119490,155942
4029,59651,32477
4030,100631,242281
4031,9282,180811
4032,193152,319036
4033,220673,132627
4034,36046,296729
4035,26818,1500
4036,173822,72068
4037,85653,219051
4038,82768,252514
4039,232222,241137
4040,109260,279530
4041,23547,359144
4042,73397,318600
4043,228752,322081
4044,133344,69925
4045,242491,369526
4046,96231,377470
4047,154228,1760
4048,20295,174936
4049,234061,365515
4050,22592,366448
4051,241716,310964
4052,237226,275805
4053,87704,184047
4054,197954,315270
4055,218377,282275
4056,231211,136032
4057,173803,213865
4058,120750,157549
4059,93821,312815
4060,102747,781
4061,51179,361526
4062,245977,359510
4063,177090,70324
4064,77856,124702
4065,67986,377106
4066,155162,374729
4067,220597,75596
4068,133081,266574
4069,84992,305066
4070,234034,265427
4071,33634,114200
4072,126869,47180
4073,83577,199600
4074,91999,340596
4075,210642,38103
4076,139961,419444
4077,121892,278474
4078,15057,298427
4079,223818,29270
4080,189287,430749
4081,168937,389507
4082,202168,64988
4083,145020,408827
4084,20894,293181
4085,135828,355326
4086,151447,48099
4087,159085,270240
4088,234625,268060
4089,43208,408775
4090,8865,146136
4091,171572,262424
4092,107835,179743
4093,39489,382395
4094,195125,241099
4095,183424,311527
4096,62225,162670
4097,165238,122785
4098,148170,133705
4099,153925,411861
4100,76023,235242
4101,38558,197653
4102,67840,292007
4103,127259,300945
4104,54577,30213
4105,10511,190068
4106,83715,422036
4107,151732,377134
4108,31060,241025
4109,245255,431591
4110,65879,96971
4111,107000,369997
4112,39170,161735
4113,181224,211290
4114,171821,43898
4115,124079,233262
4116,240807,282423
4117,200925,177870
4118,231600,20990
4119,238413,342286
4120,233437,287698
4121,228314,103931
4122,166702,144771
4123,184332,116613
4124,106544,100720
4125,86862,411134
4126,196509,311433
4127,205903,340778
4128,97349,52426
4129,192083,33680
4130,72798,287612
4131,15376,16574
4132,208905,250459
4133,242864,233384
4134,109538,338174
4135,122445,127935
4136,64727,26166
4137,75978,138572
4138,76051,150156
4139,131086,333599
4140,200125,166567
4141,73231,73580
4142,205503,182181
4143,38099,102726
4144,18553,422420
4145,15081,136591
4146,218206,422869
4147,211706,175392
4148,48243,341023
4149,128340,230704
4150,220253,259201
4151,14352,255759
4152,37564,109068
4153,101400,126272
4154,196849,145414
4155,232500,6983
4156,71195,247419
4157,129578,245890
4158,199659,321978
4159,170407,165562
4160,101285,101095
4161,212066,34901
4162,17569,130927
4163,214954,302071
4164,145699,343645
4165,168233,121249
4166,134214,365378
4167,166198,275089
4168,71504,294075
4169,222987,377374
4170,98094,97814
4171,18701,367684
4172,79125,104033
4173,133890,324416
4174,103140,398564
4175,202879,371780
4176,91493,99751
4177,119566,344537
4178,62799,68746
4179,145436,113642
4180,123551,10261
4181,7405,41278
4182,20403,20585
4183,133429,234512
4184,233334,330530
4185,168989,356270
4186,120588,416272
4187,210977,273495
4188,244312,109624
4189,233777,230790
4190,170852,181707
4191,48672,320353
4192,222738,153906
4193,10406,337054
4194,27140,242037
4195,8318,137731
4196,31807,296594
4197,245516,377609
4198,22388,379676
4199,124805,261372
4200,172348,414670
4201,132371,230714
4202,229371,213109
4203,113485,67003
4204,160717,47157
4205,246258,315448
4206,63077,95605
4207,120359,180091
4208,43791,162253
4209,232575,146302
4210,13612,58713
4211,55913,122536
4212,139246,400249
4213,194320,36587
4214,17687,4099
4215,160753,320044
4216,128305,426267
4217,221962,153337
4218,178850,424658
4219,31893,364859
4220,62283,75099
4221,42643,134767
4222,21917,419777
4223,50791,172327
4224,73473,111629
4225,117343,131566
4226,176046,97526
4227,106787,175287
4228,58377,390591
4229,221524,422050
4230,80894,347312
4231,232533,174516
4232,191058,305097
4233,196143,93845
4234,44737,226687
4235,83253,167329
4236,207409,48141
4237,96892,61009
4238,190240,270882
4239,19322,302820
4240,240219,198553
4241,173137,68838
4242,119248,11537
4243,116948,83853
4244,33372,20961
4245,46746,77755
4246,68468,324337
4247,175414,92493
4248,96976,14104
4249,42170,413529
4250,97713,20053
4251,238346,357936
4252,118512,88715
4253,154296,300117
4254,216073,427782
4255,19491,69453
4256,45539,124856
4257,159149,88498
4258,207250,341286
4259,112841,348863
4260,199286,355592
4261,46683,778
4262,8014,269847
4263,223127,314172
4264,184639,426850
4265,242272,123325
4266,159508,139404
4267,200931,136039
4268,30439,134519
4269,23631,349985
4270,73579,269357
4271,139903,18135
4272,77057,269692
4273,112762,224173
4274,76361,354190
4275,130325,88023
4276,24808,178429
4277,113192,188982
4278,66984,116693
4279,26186,418867
4280,5930,21494
4281,90811,287116
4282,169091,33107
4283,167918,313247
4284,11632,403315
4285,32680,268916
4286,47492,404319
4287,66855,174509
4288,208449,219039
4289,222486,259495
4290,143182,316794
4291,131163,34372
4292,209915,309095
4293,204268,422925
4294,216764,259392
4295,188553,321584
4296,49982,130179
4297,241322,311382
4298,24855,65780
4299,245368,150044
4300,194678,241801
4301,68057,266643
4302,241547,86168
4303,239624,224371
4304,129143,217792
4305,3753,35227
4306,119152,82291
4307,64106,422397
4308,89410,227850
4309,34182,192707
4310,8934,64556
4311,114397,395689
4312,106327,151265
4313,189419,144582
4314,164086,331378
4315,71272,211048
4316,90327,304953
4317,92777,102041
4318,55247,8916
4319,190989,388179
4320,46751,81521
4321,129814,352795
4322,112103,252477
4323,46473,130253
4324,157653,378852
4325,138456,179944
4326,193994,54353
4327,166446,177921
4328,74816,45115
4329,90458,189856
4330,36813,283741
4331,132453,311207
4332,242420,412955
4333,140738,218820
4334,16175,165722
4335,73130,303783
4336,132908,92191
4337,4231,416250
4338,33462,413191
4339,29470,404716
4340,235453,306812
4341,21077,169031
4342,63660,4358
4343,33025,44577
4344,172618,295625
4345,188437,318467
4346,241972,115832
4347,220596,23568
4348,17453,247354
4349,128769,1842
4350,221973,161529
4351,82105,162017
4352,132739,327044
4353,205892,414290
4354,189298,58284
4355,51651,98258
4356,241241,26209
4357,137381,258067
4358,93777,424681
4359,169664,288049
4360,222797,246649
4361,140222,232252
4362,188583,99232
4363,224726,196990
4364,23762,181812
4365,240856,9424
4366,33166,337884
4367,94525,118350
4368,41486,293922
4369,87985,67961
4370,162750,328372
4371,226874,380409
4372,220005,288554
4373,121482,327853
4374,156331,303487
4375,15237,200770
4376,98417,366924
4377,44344,247130
4378,129547,252914
4379,177491,148238
4380,9905,313436
4381,25598,29235
4382,19058,76427
4383,200424,330203
4384,28656,242813
4385,13617,410714
4386,153078,431611
4387,44960,393712
4388,81310,38076
4389,158251,212117
4390,189605,242877
4391,241383,293529
4392,171312,254569
4393,196336,196587
4394,151642,184880
4395,93497,229771
4396,23056,195115
4397,157413,146751
4398,89142,326049
4399,121976,220018
4400,184270,235995
4401,58827,420450
4402,26734,392025
4403,77985,355496
4404,147903,313875
4405,56826,392463
4406,87651,11884
4407,116886,255848
4408,34110,228916
4409,151291,280696
4410,198454,127245
4411,128449,356470
4412,237783,165147
4413,245251,128118
4414,64076,305685
4415,133189,46703
4416,4000,111231
4417,171853,54927
4418,245268,155083
4419,172805,167333
4420,130345,10034
4421,79245,26829
4422,227696,121093
4423,206959,99838
4424,95964,81635
4425,59673,165488
4426,127324,326010
4427,100725,259852
4428,213555,387171
4429,233904,109053
4430,21373,211399
4431,58374,323247
4432,95977,391628
4433,137537,231954
4434,44812,32478
4435,58938,170367
4436,23775,339774
4437,192064,151115
4438,190172,370884
4439,217252,99693
4440,73865,29356
4441,120162,203668
4442,238205,342489
4443,121360,350278
4444,143639,59351
4445,110214,157367
4446,152110,389504
4447,84761,44138
4448,109469,137211
4449,34598,407928
4450,108741,413067
4451,32793,234184
4452,113468,191031
4453,117502,155176
4454,69998,331140
4455,218956,3825
4456,206989,404987
4457,231882,115697
4458,184281,375296
4459,167296,295153
4460,100547,-997
4461,126373,219842
4462,110439,12087
4463,142495,155599
4464,129455,120161
4465,196962,24988
4466,85434,339882
4467,203949,383845
4468,23173,59745
4469,191188,256847
4470,115166,322438
4471,21098,347315
4472,246342,282058
4473,231565,227202
4474,244933,90483
4475,180871,342412
4476,56360,235206
4477,72680,398789
4478,201676,159733
4479,80036,117327
4480,229578,49087
4481,65053,220144
4482,142471,197309
4483,68002,163442
4484,48808,396018
4485,165409,108711
4486,153640,213284
4487,194136,282049
4488,188865,62648
4489,195675,314004
4490,223221,251994
4491,199903,304264
4492,65927,47068
4493,188902,196874
4494,85888,320795
4495,96223,363524
4496,41202,24187
4497,192708,27177
4498,210718,50802
4499,106496,410774
4500,50159,294219
4501,178991,74249
4502,134287,26452
4503,162068,291166
4504,192222,398860
4505,247355,320768
4506,211501,59451
4507,30927,113730
4508,195526,306200
4509,8715,165796
4510,89243,316167
4511,244443,190569
4512,183475,325001
4513,99733,342862
4514,138788,75386
4515,239754,18877
4516,165686,400615
4517,49709,231597
4518,141511,255613
4519,144412,97894
4520,19099,12777
4521,108483,20630
4522,131636,73876
4523,71665,270108
4524,89874,377076
4525,227659,257236
4526,202343,409393
4527,150797,294969
4528,40456,269779
4529,235682,158460
4530,247102,366134
4531,172945,283658
4532,88133,48830
4533,209409,361067
4534,41834,237885
4535,170097,160852
4536,80282,110474
4537,224039,322739
4538,113539,87459
4539,89343,344889
4540,38893,194124
4541,177926,373556
4542,159564,304137
4543,13437,377223
4544,18541,203054
4545,91204,417779
4546,23222,405637
4547,147804,239441
4548,217538,236218
4549,145053,108683
4550,37469,274082
4551,54512,90420
4552,146483,73358
4553,124544,317140
4554,171321,404769
4555,102693,244167
4556,22404,247862
4557,83992,182478
4558,124179,263032
4559,63972,375214
4560,206530,13647
4561,194590,116534
4562,40333,-1670
4563,13018,427427
4564,125414,71409
4565,106303,305746
4566,85871,114284
4567,80955,119343
4568,163633,239014
4569,154263,152092
4570,18349,99147
4571,55973,257886
4572,77247,157521
4573,26478,202366
4574,28896,27649
4575,204898,339528
4576,78660,268795
4577,109506,356394
4578,7565,233228
4579,237786,225401
4580,124812,241618
4581,59240,83255
4582,19138,104120
4583,35801,428656
4584,137836,62596
4585,150493,91777
4586,211325,25478
4587,74553,223174
4588,46066,5770
4589,145366,254622
4590,236688,265549
4591,229987,49062
4592,24734,24024
4593,146109,375641
4594,230828,316964
4595,177519,316606
4596,29272,223153
4597,180074,242895
4598,99554,271816
4599,192894,292274
4600,76160,348396
4601,51263,5148
4602,194881,393895
4603,85718,146722
4604,47704,209904
4605,173362,16573
4606,202140,351339
4607,211576,344006
4608,160761,154394
4609,223548,350082
4610,143756,49698
4611,227603,310692
4612,144571,173044
4613,102875,263573
4614,99582,66368
4615,198235,382019
4616,140151,45590
4617,149365,177471
4618,120361,350379
4619,46403,369122
4620,112317,21766
4621,102919,126692
4622,223749,173030
4623,83569,177258
4624,175185,314424
4625,79240,249200
4626,58860,317660
4627,33861,225883
4628,147800,384034
4629,46098,401927
4630,145241,122867
4631,154276,77445
4632,19445,32783
4633,171750,131443
4634,72399,234100
4635,20694,15346
4636,130190,21401
4637,200415,410990
4638,80380,159673
4639,106396,323666
4640,119354,121751
4641,24872,213802
4642,238350,415278
4643,156538,332815
4644,63550,251203
4645,200694,183771
4646,208062,285089
4647,41763,359717
4648,192423,248781
4649,165182,345339
4650,89956,66199
4651,24130,74032
